YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Lincoln, OK",40081,26803,5315,17.1,5612
1997-01-01,"Lincoln, OK",40081,31148,4778,15.2,5705
1998-01-01,"Lincoln, OK",40081,32855,4935,15.4,5764
1999-01-01,"Lincoln, OK",40081,31125,4233,13.2,5891
2000-01-01,"Lincoln, OK",40081,32493,4338,13.6,5926
2001-01-01,"Lincoln, OK",40081,32151,4573,14.3,5958
2002-01-01,"Lincoln, OK",40081,32304,4555,14.2,5904
2003-01-01,"Lincoln, OK",40081,32928,4518,14.0,5888
2004-01-01,"Lincoln, OK",40081,33820,4299,13.4,5834
2005-01-01,"Lincoln, OK",40081,34711,4629,14.6,5742
2006-01-01,"Lincoln, OK",40081,38338,5066,15.7,5912
2007-01-01,"Lincoln, OK",40081,38204,5219,16.4,5738
2008-01-01,"Lincoln, OK",40081,41053,4523,14.2,5696
2009-01-01,"Lincoln, OK",40081,40163,5064,15.9,5622
2010-01-01,"Lincoln, OK",40081,41062,4922,15.0,5616
2011-01-01,"Lincoln, OK",40081,41823,4976,15.0,5609
2012-01-01,"Lincoln, OK",40081,42518,5005,15.0,5593
2013-01-01,"Lincoln, OK",40081,43205,5040,15.0,5574
2014-01-01,"Lincoln, OK",40081,43893,5073,15.0,5553
2015-01-01,"Lincoln, OK",40081,44583,5106,16.0,5533
2016-01-01,"Lincoln, OK",40081,45277,5138,16.0,5512
2017-01-01,"Lincoln, OK",40081,45972,5171,16.0,5490
2018-01-01,"Lincoln, OK",40081,46669,5203,16.0,5469
2019-01-01,"Lincoln, OK",40081,47367,5235,16.0,5448
