YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,DELAWARE,10000,37345,69849,9.7,105867
1997,DELAWARE,10000,41315,73868,10.0,108933
1998,DELAWARE,10000,42662,72696,9.7,111027
1999,DELAWARE,10000,45201,71888,9.4,112389
2000,DELAWARE,10000,47812,67374,8.7,113735
2001,DELAWARE,10000,47876,66445,8.4,113996
2002,DELAWARE,10000,48096,74526,9.3,114771
2003,DELAWARE,10000,48770,73288,9.0,115563
2004,DELAWARE,10000,49545,79844,9.6,117777
2005,DELAWARE,10000,52508,84291,10.3,119107
2006,DELAWARE,10000,53714,88749,10.7,120937
2007,DELAWARE,10000,55988,86653,10.3,122254
2008,DELAWARE,10000,58380,87977,10.3,122574
2009,DELAWARE,10000,56985,96409,11.2,125430
